Produced Item Name,Crafting WorkBench,Qty Made,Perks Needed,Proximity (When None),Items Required,Additional Requirements
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Wolfskin Hood - Noble Black,
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Wolfskin Hood - Light Trimmed Black,
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Wolfskin Hood - Noble Brown,
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Wolfskin Hood - Brown,
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Bearskin Hood - Ornate White,
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Wolfskin Hood - Ornate White,
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Bearskin Hood - Trimmed White,
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Bearskin Hood - White,
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Bearskin Hood - Ornate Brown,
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Wolfskin Hood - Dark Trimmed Black,
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Wolfskin Hood - Dark Trimmed Brown,
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Bearskin Hood - Trimmed Brown,
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Bearskin Hood - Brown,
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Wolfskin Hood - Ornate Black,
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Bearskin Hood - Trimmed Black,
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Bearskin Hood - Ornate Black,
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Wolfskin Hood - Noble White,
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Wolfskin Hood - Dark Trimmed White,
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Wolfskin Hood - Light Trimmed Brown,
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Wolfskin Hood - White,
Leather Helmet,Breakdown,1,,Breakdown,1 Leather Wolfskin Hood - Ornate Brown,
Leather Helmet,Forge,1,Craftsmanship,Forge,1 Ingot: Iron 1 Leather Strips 2 Leather,
Leather Helmet,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Leather Hood,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Leather Hood,Player Crafting,1,Craftsmanship,Player Crafting,2 Leather Strips 2 Leather,
Leather Hood - Black,Player Crafting,1,Craftsmanship,Player Crafting,2 Leather Strips 2 Leather: Dark,
Leather Hood - Black,Armor Table,1,Advanced Blacksmithing,Armor Table,1 Leather: Dark,
Leather Large Tent,Player Crafting,1,Craftsmanship,Player Crafting,2 Wood 12 Leather 4 Fur Plate 1 Fur Bedroll,
Leather Large Tent,Player Crafting,1,,Player Crafting,1 Leather Large Tent (Two Bedrolls),
Leather Large Tent (Three Bedrolls),Player Crafting,1,Craftsmanship,Player Crafting,1 Leather Large Tent (Two Bedrolls) 1 Fur Bedroll,
Leather Large Tent (Two Bedrolls),Player Crafting,1,,Player Crafting,1 Leather Large Tent (Three Bedrolls),
Leather Large Tent (Two Bedrolls),Player Crafting,1,Craftsmanship,Player Crafting,1 Leather Large Tent 1 Fur Bedroll,
Leather Quilted Clothes - Black,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather 4 Linen Cloth - Black 4 Linen Thread,
Leather Small Tent,Player Crafting,1,,Player Crafting,1 Leather Small Tent (Two Bedrolls),
Leather Small Tent,Player Crafting,1,Craftsmanship,Player Crafting,2 Wood 6 Leather 2 Fur Plate 1 Fur Bedroll,
Leather Small Tent (Two Bedrolls),Player Crafting,1,Craftsmanship,Player Crafting,1 Leather Small Tent 1 Fur Bedroll,
Leather Strips,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Werewolf (Poor),
Leather Strips,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Goat (Poor),
Leather Strips,Player Crafting,2,Craftsmanship,Player Crafting,1 Pelt: Mammoth Section (Poor),
Leather Strips,Breakdown,8,,Breakdown,1 Silk Fur-Trimmed Clothes,
Leather Strips,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Elk (Poor),
Leather Strips,Player Crafting,2,Craftsmanship,Player Crafting,1 Leather,
Leather Strips,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Fox (Poor),
Leather Strips,Player Crafting,2,Craftsmanship,Player Crafting,1 Pelt: Snowy Sabre Cat (Poor),
Leather Strips,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Vale Deer (Poor),
Leather Strips,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Fox,
Leather Strips,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Ruined,
Leather Strips,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Snow Fox,
Leather Strips,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Horse (Poor),
Leather Strips,Breakdown,4,,Breakdown,1 Linen Moth Priest Sandals,
Leather Strips,Breakdown,10,,Breakdown,1 Horse Armor: Big Game Saddle,
Leather Strips,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Cow (Poor),
Leather Strips,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Deer (Poor),
Leather Strips,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Wolf (Poor),
Leather Strips,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Boar (Poor),
Leather Strips,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Skeever (Poor),
Leather Strips,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Ice Wolf (Poor),
Leather Strips,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Snow Fox (Poor),
Leather Strips,Breakdown,10,,Breakdown,1 Horse Armor: Shadowmere's Saddle,
Leather Strips,Breakdown,8,,Breakdown,1 Stormcloak Light Cuirass,
Leather Strips,Breakdown,4,,Breakdown,1 Imperial Light Boots,
Leather Strips,Breakdown,4,,Breakdown,1 Thieves Guild Improved Hood - Grey,
Leather Strips,Breakdown,4,,Breakdown,1 Shrouded Worn Gloves,
Leather Strips,Breakdown,10,,Breakdown,1 Shrouded Cuirass,
Leather Strips,Breakdown,12,,Breakdown,1 Imperial General Cuirass,
Leather Strips,Breakdown,10,,Breakdown,1 Horse Armor: Leather Barding and Saddle - Mail,
Leather Strips,Breakdown,16,,Breakdown,1 Thieves Guild Master's Cuirass,
Leather Strips,Breakdown,8,,Breakdown,1 Fur Guard's Cuirass - Falkreath,
Leather Strips,Breakdown,12,,Breakdown,1 Shrouded Cuirass,
Leather Strips,Breakdown,4,,Breakdown,1 Thieves Guild Improved Gloves,
Leather Strips,Breakdown,8,,Breakdown,1 Shrouded Sleeveless Cuirass,
Leather Strips,Breakdown,4,,Breakdown,1 Leather Bracers,
Leather Strips,Breakdown,4,,Breakdown,1 Leather Hood - Black,
Leather Strips,Breakdown,12,,Breakdown,1 Thieves Guild Improved Cuirass - Grey,
Leather Strips,Breakdown,4,,Breakdown,1 Summerset Shadows Gloves,
Leather Strips,Breakdown,5,,Breakdown,1 Hide Shield,
Leather Strips,Tanning Rack,4,Craftsmanship,Tanning Rack,1 Leather,
Leather Strips,Breakdown,5,,Breakdown,1 Shrouded Supple Gloves,
Leather Strips,Breakdown,8,,Breakdown,1 Scaled Cuirass - Horned,
Leather Strips,Tanning Rack,1,Craftsmanship,Tanning Rack,1 Pelt: Fox (Poor),
Leather Strips,Breakdown,4,,Breakdown,1 Thieves Guild Improved Gloves - Grey,
Leather Strips,Breakdown,4,,Breakdown,1 Leather Executioner's Gloves,
Leather Strips,Breakdown,4,,Breakdown,1 Hide Helmet,
Leather Strips,Breakdown,5,,Breakdown,1 Shrouded Supple Boots,
Leather Strips,Breakdown,8,,Breakdown,1 Fur Guard's Cuirass - Hjaalmarch,
Leather Strips,Breakdown,4,,Breakdown,1 Shrouded Cowl - Maskless,
Leather Strips,Breakdown,4,,Breakdown,1 Summerset Shadows Hood,
Leather Strips,Breakdown,4,,Breakdown,1 Leather Hood,
Leather Strips,Breakdown,8,,Breakdown,1 Fur Guard's Cuirass - The Rift,
Leather Strips,Breakdown,12,,Breakdown,1 Thieves Guild Cuirass - Grey,
Leather Strips,Breakdown,4,,Breakdown,1 Thieves Guild Hood - Grey,
Leather Strips,Breakdown,12,,Breakdown,1 Imperial Light Cuirass,
Leather Strips,Breakdown,4,,Breakdown,1 Thieves Guild Gloves - Grey,
Leather Strips,Breakdown,3,,Breakdown,1 Fur Guard's Gauntlets,
Leather Strips,Breakdown,4,,Breakdown,1 Vampire Boots,
Leather Strips,Breakdown,6,,Breakdown,1 Thieves Guild Master's Hood,
Leather Strips,Breakdown,8,,Breakdown,1 Studded Cuirass,
Leather Strips,Tanning Rack,1,Craftsmanship,Tanning Rack,1 Pelt: Skeever (Poor),
Leather Strips,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Werewolf (Poor),
Leather Strips,Tanning Rack,3,Craftsmanship,Tanning Rack,1 Pelt: Cow (Poor),
Leather Strips,Breakdown,8,,Breakdown,1 Fur Guard's Cuirass - The Reach,
Leather Strips,Breakdown,4,,Breakdown,1 Thieves Guild Improved Boots,
Leather Strips,Breakdown,8,,Breakdown,1 Shrouded Sleeveless Cuirass,
Leather Strips,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Snow Fox,
Leather Strips,Breakdown,4,,Breakdown,1 Shrouded Worn Cowl - Maskless,
Leather Strips,Breakdown,8,,Breakdown,1 Fur Guard's Cuirass - Winterhold,
Leather Strips,Breakdown,2,,Breakdown,1 Hide Bracers,
Leather Strips,Breakdown,4,,Breakdown,1 Leather Helmet,
Leather Strips,Breakdown,10,,Breakdown,1 Vampire Cuirass,
Leather Strips,Breakdown,4,,Breakdown,1 Thieves Guild Cowl,
Leather Strips,Breakdown,4,,Breakdown,1 Leather Boots,
Leather Strips,Breakdown,8,,Breakdown,1 Fur Guard's Cuirass - Haafingar,
Leather Strips,Breakdown,10,,Breakdown,1 Horse Armor: Fur Saddle,
Leather Strips,Tanning Rack,1,Craftsmanship,Tanning Rack,1 Pelt: Goat (Poor),
Leather Strips,Breakdown,4,,Breakdown,1 Hide Boots,
Leather Strips,Breakdown,8,,Breakdown,1 Scaled Cuirass,
Leather Strips,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Elk (Poor),
Leather Strips,Breakdown,10,,Breakdown,1 Thieves Guild Sleeveless Cuirass - Grey,
Leather Strips,Tanning Rack,1,Craftsmanship,Tanning Rack,1 Pelt: Snow Fox (Poor),
Leather Strips,Breakdown,6,,Breakdown,1 Thieves Guild Master's Gloves,
Leather Strips,Breakdown,4,,Breakdown,1 Imperial Light Bracers,
Leather Strips,Breakdown,10,,Breakdown,1 Horse Armor: Leather Barding and Saddle,
Leather Strips,Breakdown,12,,Breakdown,1 Thieves Guild Master's Sleeveless Cuirass,
Leather Strips,Breakdown,10,,Breakdown,1 Thieves Guild Improved Sleeveless Cuirass - Grey,
Leather Strips,Breakdown,12,,Breakdown,1 Vampire Royal Cuirass,
Leather Strips,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Fox,
Leather Strips,Breakdown,10,,Breakdown,1 Horse Armor: Imperial Saddle,
Leather Strips,Breakdown,12,,Breakdown,1 Thieves Guild Improved Cuirass,
Leather Strips,Breakdown,4,,Breakdown,1 Imperial Light Helmet,
Leather Strips,Breakdown,4,,Breakdown,1 Thieves Guild Boots - Grey,
Leather Strips,Breakdown,8,,Breakdown,1 Fur Guard's Cuirass - Whiterun,
Leather Strips,Breakdown,10,,Breakdown,1 Vampire Cuirass,
Leather Strips,Breakdown,12,,Breakdown,1 Imperial Outcast Cuirass,
Leather Strips,Breakdown,4,,Breakdown,1 Thieves Guild Hood,
Leather Strips,Breakdown,8,,Breakdown,1 Leather Cuirass,
Leather Strips,Breakdown,10,,Breakdown,1 Stormcloak Sleeved Heavy Cuirass,
Leather Strips,Tanning Rack,3,Craftsmanship,Tanning Rack,1 Pelt: Horse (Poor),
Leather Strips,Breakdown,12,,Breakdown,1 Leather Executioner's Cuirass,
Leather Strips,Breakdown,5,,Breakdown,1 Shrouded Supple Cowl,
Leather Strips,Breakdown,4,,Breakdown,1 Thieves Guild Cowl - Grey,
Leather Strips,Breakdown,4,,Breakdown,1 Shrouded Cowl,
Leather Strips,Breakdown,6,,Breakdown,1 Thieves Guild Master's Boots,
Leather Strips,Breakdown,10,,Breakdown,1 Horse Armor: Ornate Barding and Saddle,
Leather Strips,Tanning Rack,4,Craftsmanship,Tanning Rack,1 Pelt: Snowy Sabre Cat (Poor),
Leather Strips,Breakdown,5,,Breakdown,1 Shrouded Supple Cowl - Maskless,
Leather Strips,Breakdown,10,,Breakdown,1 Summerset Shadows Cuirass,
Leather Strips,Breakdown,10,,Breakdown,1 Horse Armor: Traveler's Saddle,
Leather Strips,Breakdown,3,,Breakdown,1 Fur Guard's Boots,
Leather Strips,Breakdown,10,,Breakdown,1 Thieves Guild Cuirass,
Leather Strips,Breakdown,4,,Breakdown,1 Shrouded Worn Cowl,
Leather Strips,Breakdown,4,,Breakdown,1 Thieves Guild Gloves,
Leather Strips,Breakdown,5,,Breakdown,1 Noble Gilded Wristguards,
Leather Strips,Breakdown,10,,Breakdown,1 Horse Armor: Knight's Saddle,
Leather Strips,Breakdown,10,,Breakdown,1 Thieves Guild Sleeveless Improved Cuirass,
Leather Strips,Breakdown,6,,Breakdown,1 Vampire Hood,
Leather Strips,Breakdown,6,,Breakdown,1 Thieves Guild Master's Cowl,
Leather Strips,Breakdown,4,,Breakdown,1 Shrouded Gloves,
Leather Strips,Tanning Rack,4,Craftsmanship,Tanning Rack,1 Pelt: Mammoth Section (Poor),
Leather Strips,Breakdown,10,,Breakdown,1 Shrouded Worn Cuirass,
Leather Strips,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Vale Deer (Poor),
Leather Strips,Breakdown,4,,Breakdown,1 Shrouded Worn Boots,
Leather Strips,Tanning Rack,1,Craftsmanship,Tanning Rack,1 Pelt: Ruined,
Leather Strips,Breakdown,4,,Breakdown,1 Thieves Guild Improved Boots - Grey,
Leather Strips,Breakdown,7,,Breakdown,1 Noble Armguards,
Leather Strips,Tanning Rack,1,Craftsmanship,Tanning Rack,1 Pelt: Wolf (Poor),
Leather Strips,Breakdown,10,,Breakdown,1 Horse Armor: Hunter's Saddle,
Leather Strips,Breakdown,4,,Breakdown,1 Thieves Guild Improved Hood,
Leather Strips,Breakdown,10,,Breakdown,1 Horse Armor: Minstrel's Saddle,
Leather Strips,Breakdown,10,,Breakdown,1 Thieves Guild Sleeveless Cuirass,
Leather Strips,Breakdown,4,,Breakdown,1 Leather Executioner's Boots,
Leather Strips,Breakdown,8,,Breakdown,1 Stormcloak Officer Cuirass,
Leather Strips,Breakdown,12,,Breakdown,1 Imperial Studded Cuirass,
Leather Strips,Breakdown,4,,Breakdown,1 Vampire Gauntlets,
Leather Strips,Breakdown,8,,Breakdown,1 Hide Cuirass,
Leather Strips,Tanning Rack,1,Craftsmanship,Tanning Rack,1 Pelt: Ice Wolf (Poor),
Leather Strips,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Deer (Poor),
Leather Strips,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Boar (Poor),
Leather Strips,Breakdown,8,,Breakdown,1 Fur Guard's Cuirass - The Pale,
Leather Strips,Breakdown,4,,Breakdown,1 Thieves Guild Boots,
Leather Strips,Breakdown,4,,Breakdown,1 Leather Executioner's Hood,
Leather Strips,Breakdown,12,,Breakdown,1 Vampire Lord Robes,
Leather Strips,Breakdown,10,,Breakdown,1 Vampire Cuirass,
Leather Strips,Breakdown,4,,Breakdown,1 Summerset Shadows Boots,
Leather Strips,Breakdown,4,,Breakdown,1 Shrouded Boots,
Leather Tiled Clothes - Brown,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather 4 Linen Cloth - Brown 4 Linen Thread,
Leather Tiled Clothes - Brown and Black,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather 2 Linen Cloth - Black 2 Linen Cloth - Brown 4 Linen Thread,
Leather Wolfskin Hood - Black,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather Helmet 1 Wolfskin Hood - Black,
Leather Wolfskin Hood - Black,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Leather Wolfskin Hood - Brown,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather Helmet 1 Wolfskin Hood - Brown,
Leather Wolfskin Hood - Brown,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Leather Wolfskin Hood - Dark Trimmed Black,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather Helmet 1 Wolfskin Hood - Dark Trimmed Black,
Leather Wolfskin Hood - Dark Trimmed Black,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Leather Wolfskin Hood - Dark Trimmed Brown,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather Helmet 1 Wolfskin Hood - Dark Trimmed Brown,
Leather Wolfskin Hood - Dark Trimmed Brown,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Leather Wolfskin Hood - Dark Trimmed White,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather Helmet 1 Wolfskin Hood - Dark Trimmed White,
Leather Wolfskin Hood - Dark Trimmed White,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Leather Wolfskin Hood - Light Trimmed Black,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather Helmet 1 Wolfskin Hood - Light Trimmed Black,
Leather Wolfskin Hood - Light Trimmed Black,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Leather Wolfskin Hood - Light Trimmed Brown,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather Helmet 1 Wolfskin Hood - Light Trimmed Brown,
Leather Wolfskin Hood - Light Trimmed Brown,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Leather Wolfskin Hood - Light Trimmed White,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather Helmet 1 Wolfskin Hood - Light Trimmed White,
Leather Wolfskin Hood - Light Trimmed White,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Leather Wolfskin Hood - Noble Black,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Leather Wolfskin Hood - Noble Black,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather Helmet 1 Wolfskin Hood - Noble Black,
Leather Wolfskin Hood - Noble Brown,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Leather Wolfskin Hood - Noble Brown,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather Helmet 1 Wolfskin Hood - Noble Brown,
Leather Wolfskin Hood - Noble White,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Leather Wolfskin Hood - Noble White,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather Helmet 1 Wolfskin Hood - Noble White,
Leather Wolfskin Hood - Ornate Black,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Leather Wolfskin Hood - Ornate Black,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather Helmet 1 Wolfskin Hood - Ornate Black,
Leather Wolfskin Hood - Ornate Brown,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather Helmet 1 Wolfskin Hood - Ornate Brown,
Leather Wolfskin Hood - Ornate Brown,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Leather Wolfskin Hood - Ornate White,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather Helmet 1 Wolfskin Hood - Ornate White,
Leather Wolfskin Hood - Ornate White,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Leather Wolfskin Hood - White,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Leather Wolfskin Hood - White,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather Helmet 1 Wolfskin Hood - White,
Leather: Dark,Player Crafting,5,Craftsmanship,Player Crafting,5 Ore: Iron 5 Leather,
Leather: Dark,Player Crafting,1,Craftsmanship,Player Crafting,1 Ore: Iron 1 Leather,
Leather: Red,Player Crafting,1,Craftsmanship,Player Crafting,2 Creep Cluster 1 Leather,
Leather: Red,Player Crafting,5,Craftsmanship,Player Crafting,10 Creep Cluster 5 Leather,
Light Bone Shield (Crude),Player Crafting,1,Craftsmanship,Player Crafting,3 Horker Tusk 2 Human Skull 3 Animal Bone (Large),"Forage Skill Greater or Equal to 1,Forage Skill Less than 4"
Light Bone Shield (Good),Player Crafting,1,Craftsmanship,Player Crafting,4 Horker Tusk 2 Human Skull 3 Animal Bone (Large) 3 Bonesap,"Forage Skill Greater or Equal to 4,Forage Skill Less than 8"
Light Bone Shield (Superlative),Player Crafting,1,Craftsmanship,Player Crafting,4 Horker Tusk 2 Human Skull 3 Animal Bone (Large) 2 Bonesap 2 Animal Bone (Superlative),Forage Skill Greater or Equal to 8
Linen Alik'r Boots - Dark,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather 3 Linen Cloth - Brown 2 Linen Thread,
Linen Alik'r Boots - Dark,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Linen Alik'r Boots - Dark,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Linen Alik'r Boots - Tan,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather 3 Linen Cloth - Tan 2 Linen Thread,
Linen Alik'r Boots - Tan,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Linen Alik'r Garb - Red,Player Crafting,1,Craftsmanship,Player Crafting,1 Linen Cloth - Red 2 Linen Cloth - Black 2 Linen Cloth - Grey 4 Linen Thread,
Linen Alik'r Garb - Red,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Linen Alik'r Garb - Red,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Linen Alik'r Garb - White,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather 1 Linen Cloth - Blue 2 Linen Cloth - Brown 4 Linen Thread 2 Linen Cloth,
Linen Alik'r Garb - White,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Linen Alik'r Hood - Blue,Player Crafting,1,Craftsmanship,Player Crafting,3 Linen Cloth - Blue 1 Linen Thread,
Linen Alik'r Hood - Blue,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Linen Alik'r Hood - Red,Player Crafting,1,Craftsmanship,Player Crafting,3 Linen Cloth - Red 1 Linen Thread,
Linen Alik'r Hood - Red,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Linen Alik'r Hood - Red,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Linen Arm Bandages,Player Crafting,1,Craftsmanship,Player Crafting,2 Linen Cloth,
Linen Barkeep's Clothes - Brown,Player Crafting,1,Craftsmanship,Player Crafting,2 Leather Strips 4 Linen Cloth - Brown 4 Linen Thread 1 Linen Cloth,
Linen Barkeep's Clothes - White,Player Crafting,1,Craftsmanship,Player Crafting,2 Leather Strips 1 Linen Cloth - Brown 4 Linen Thread 4 Linen Cloth,
Linen Blacksmith's Apron - Red,Player Crafting,1,Craftsmanship,Player Crafting,2 Leather Strips 1 Leather 3 Linen Cloth - Red 2 Linen Cloth - Brown 4 Linen Thread,
Linen Blacksmith's Apron - White,Player Crafting,1,Craftsmanship,Player Crafting,2 Leather Strips 1 Leather 2 Linen Cloth - Grey 4 Linen Thread 3 Linen Cloth,
Linen Blacksmith's Shoes,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather 2 Linen Cloth - Brown 2 Linen Thread,
Linen Cap,Player Crafting,1,Craftsmanship,Player Crafting,3 Linen Cloth - Brown 2 Linen Thread,
Linen Chef's Hat,Player Crafting,1,Craftsmanship,Player Crafting,1 Linen Thread 3 Linen Cloth,
Linen Chef's Tunic,Player Crafting,1,Craftsmanship,Player Crafting,4 Leather Strips 4 Linen Thread 5 Linen Cloth,
Linen Cloth,Breakdown,2,,Breakdown,1 Linen Mage Tunic - White and Orange,
Linen Cloth,Cook pot,1,,Cook pot,1 Salt 1 Linen Cloth - Purple,
Linen Cloth,Cook pot,1,,Cook pot,1 Salt 1 Linen Cloth - Orange,
Linen Cloth,Breakdown,1,,Breakdown,1 Linen Chef's Hat,
Linen Cloth,Breakdown,2,,Breakdown,1 Linen Chef's Tunic,
Linen Cloth,Cook pot,1,,Cook pot,1 Salt 1 Linen Cloth - Indigo,
Linen Cloth,Breakdown,2,,Breakdown,1 Linen Mage Tunic - White and Brown,
Linen Cloth,Spinning Wheel,1,Craftsmanship,Spinning Wheel,3 Northern Flax,
Linen Cloth,Breakdown,1,,Breakdown,1 Linen Arm Bandages,
Linen Cloth,Cook pot,1,,Cook pot,1 Salt 1 Linen Cloth - Blue,
Linen Cloth,Breakdown,1,,Breakdown,1 Linen Miner's Clothes - White,
Linen Cloth,Breakdown,2,,Breakdown,"1 Linen Mage Tunic - White, Green, and Brown",
